date,Language,Media,Date,Title,Url,Prelim-Rating,Rating,Oped/Non oped,Text
2024-06-20 5:25:32,en,hindustantimes.com,2024-06-20,Budget 2024 Live updates: Nirmala Sitharaman to hold pre-budget meetings today,https://www.hindustantimes.com/budget/budget-2024-date-live-updates-when-will-fm-nirmala-sitharaman-present-union-budget-2024-101718853545924.html,,,,
2024-06-19 15:28:32,en,hindustantimes.com,2024-06-19,Nirmala Sitharaman chairs first pre-Budget consultation meet ahead of Budget 2024-25,https://www.hindustantimes.com/india-news/nirmala-sitharaman-chairs-first-pre-budget-consultation-meet-ahead-of-budget-202425-101718797676730.html,,,,
2024-06-19 6:29:24,en,indiatimes.com,2024-06-19,"amitabh saran: View: FAME III, tax rationalization, PLI tweak more - What the Indian EV sector needs from Budget 2024-25",https://economictimes.indiatimes.com/industry/renewables/view-fame-iii-tax-rationalization-pli-tweak-more-what-the-indian-ev-sector-needs-from-budget-2024-25/articleshow/111103022.cms,Center,,,
2024-06-19 16:35:57,en,financialexpress.com,2024-06-19,Budget 2024: Modi govt to raise tax exemption limit to Rs 5 lakh under new tax regime?,https://www.financialexpress.com/money/budget-2024-modi-govt-to-raise-tax-exemption-limit-to-rs-5-lakh-under-new-tax-regime-3529184/,Center,,,
2024-06-18 7:20:32,en,financialexpress.com,2024-06-18,Budget 2024 Date Live Updates: All eyes on Union Budget presentation; When will FM Sitharaman table Budget 2024?,https://www.financialexpress.com/budget/budget-2024-date-live-updates-all-eyes-on-union-budget-presentation-when-will-fm-sitharaman-table-budget-2024-3527624/,Center,,,
2024-06-18 12:33:20,en,financialexpress.com,2024-06-18,Modi 3.0 Budget 2024: Income tax cut likely for THESE taxpayers,https://www.financialexpress.com/money/modi-3-0-budget-2024-income-tax-cut-likely-for-these-taxpayers-3527869/,Center,,,
2024-06-17 15:33:25,en,financialexpress.com,2024-06-17,"Budget 2024 Expectations: Logistics industry hope for consistency in growth policy, continued infra push, tax reforms, financial incentives",https://www.financialexpress.com/budget/budget-2024-expectations-logistics-industry-hope-for-consistency-in-growth-policy-continued-infra-push-tax-reforms-financial-incentives-3527356/,Center,,,
2024-06-18 3:25:06,en,indiatimes.com,2024-06-17,"Budget 2024: Most Budget speeches to longest speech, Nirmala Sitharaman's records",https://economictimes.indiatimes.com/news/economy/policy/budget-2024-most-budget-speeches-to-longest-speech-nirmala-sitharamans-records/slideshow/111060556.cms,Center,,,
2024-06-17 11:28:04,en,indiatimes.com,2024-06-17,"Budget 2024 income tax expectations: Modi government may lower personal tax rates, says report",https://timesofindia.indiatimes.com/business/india-business/budget-2024-income-tax-expectations-modi-government-may-lower-personal-tax-rates-says-report-top-5-points/articleshow/111058341.cms,Center,,,
2024-06-17 8:24:38,en,financialexpress.com,2024-06-17,Modi 3.0: 80C Deduction benefits to be extended to new tax regime in Budget 2024?,https://www.financialexpress.com/money/modi-3-0-budget-2024-80c-deduction-benefits-to-be-extended-to-new-tax-regime-3526770/,Center,,,
2024-06-16 19:19:27,en,hindustantimes.com,2024-06-16,"Nirmala Sitharaman likely to present Union Budget 2024-25 in July end, pre-budget meet on June 20",https://www.hindustantimes.com/business/nirmala-sitharaman-likely-to-present-union-budget-2024-25-in-july-end-pre-budget-meet-on-june-20-101718553455515.html,,,,
2024-06-16 1:57:26,en,financialexpress.com,2024-06-15,Budget 2024 Live Updates: Nirmala Sitharaman to break Morarji Desai’s record in this year’s Union Budget – Check date and key highlights here,https://www.financialexpress.com/budget/budget-2024-live-updates-union-budget-date-time-expectations-and-fm-nirmala-sitaraman-speech-3525488/,Center,,,
2024-06-15 0:18:20,en,news18.com,2024-06-14,Budget 2024 Likely To Be Presented on July 22; Economic Survey on July 3,https://www.news18.com/business/union-budget-2024-to-be-presented-on-july-22-economic-survey-on-july-3-8932095.html,Left,,,
2024-06-14 7:18:42,en,indiatimes.com,2024-06-14,Budget 2024: When will FM Nirmala Sitharaman present Union Budget 2024? Check expected date,https://timesofindia.indiatimes.com/business/india-business/budget-2024-when-will-fm-nirmala-sitharaman-present-union-budget-2024-check-expected-date/articleshow/110987405.cms,Center,,,
2024-06-16 1:19:37,en,indiatimes.com,2024-06-14,Budget 2024: Five steps to prepare the Budget,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-five-steps-to-prepare-the-budget/slideshow/110999886.cms,Center,,,
2024-06-14 0:17:14,en,news18.com,2024-06-13,"Budget 2024 Prep Begins, Quarantine Starts At Finance Ministry, Know What Happens Now",https://www.news18.com/business/union-budget-2024-making-process-quarantine-finance-ministry-north-block-8931368.html,Left,,,
2024-06-14 0:21:23,en,indiatimes.com,2024-06-13,Budget 2024: Rs 11.11 lakh crore of capex plan not enough? CII wants more in budget to push growth,https://economictimes.indiatimes.com/industry/cons-products/fmcg/budget-2024-rs-11-11-lakh-crore-of-capex-plan-not-enough-cii-wants-more-in-budget-to-push-growth/articleshow/110963570.cms,Center,,,
2024-06-14 0:18:14,en,news18.com,2024-06-13,"Budget 2024: FinMin Enters Quarantine Period As Process Begins, But When Will It Be Announced? Check Details",https://www.news18.com/business/union-budget-2024-date-fm-nirmala-sitharaman-viksit-bharat-8931141.html,Left,,,
2024-06-13 0:18:48,en,news18.com,2024-06-12,"Budget 2024: FM Nirmala Sitharaman To Present Budget Twice This Year, Here's Why",https://www.news18.com/business/budget-2024-fm-nirmala-sitharaman-to-present-budget-twice-this-year-heres-why-8930019.html,Left,,,
2024-06-12 15:36:56,en,financialexpress.com,2024-06-12,"Budget 2024: Big tax relief for middle-class in the offing? Section 80C, 80D deduction limits may be hiked to …",https://www.financialexpress.com/money/budget-2024-big-tax-relief-for-middle-class-coming-experts-see-modi-govt-raising-section-80c-80d-deductions-to-3522766/,Center,,,
2024-06-12 7:20:15,en,financialexpress.com,2024-06-12,Budget 2024 Date Live Updates: FM Nirmala Sitharaman set to present historic seventh Budget in Modi 3.0 era; When is the announcement?,https://www.financialexpress.com/budget/union-budget-2024-date-time-live-updates-nirmala-sitharaman-speech-budget-expectations-3522110/,Center,,,
2024-06-12 11:24:42,en,hindustantimes.com,2024-06-12,When will Nirmala Sitharaman present Union Budget 2024? Expected dates,https://www.hindustantimes.com/business/when-will-nirmala-sitharaman-present-union-budget-2024-expected-dates-101718182440793.html,,,,
2024-06-13 3:28:08,en,indiatimes.com,2024-06-12,"Budget 2024 date, time, details: Who will present Budget 2024?",https://economictimes.indiatimes.com/news/india/budget-2024-date-time-details-who-will-present-budget-2024/slideshow/110941634.cms,Center,,,
2024-06-12 7:17:45,en,indiatimes.com,2024-06-12,When will FM Nirmala Sitharaman present Union Budget 2024?,https://timesofindia.indiatimes.com/business/india-business/when-will-fm-nirmala-sitharaman-present-union-budget-2024/articleshow/110926690.cms,Center,,,
2024-06-11 8:30:50,en,indiatimes.com,2024-06-11,"Budget 2024: All eyes on FM Sitharaman for next-generation reforms to sustain growth, create jobs",https://timesofindia.indiatimes.com/business/budget/budget-2024-all-eyes-on-fm-sitharaman-for-next-generation-reforms-to-sustain-growth-create-jobs/articleshow/110896660.cms,Center,,,
2024-06-10 8:28:27,en,indiatimes.com,2024-06-10,Budget 2024: Modi 3.0 government to focus on job creation and private investment growth,https://timesofindia.indiatimes.com/business/budget/budget-2024-modi-3-0-government-to-focus-on-job-creation-and-private-investment-growth-details-here/articleshow/110866520.cms,Center,,,
2024-05-29 6:25:46,en,indiatimes.com,2024-05-29,"Budget 2024: Indiaâs capital expenditure outlay may see 10% hike thanks to tax revenue, RBIâs bumper dividend payout",https://timesofindia.indiatimes.com/business/india-business/budget-2024-indias-capital-expenditure-outlay-may-see-10-hike-thanks-to-tax-revenue-rbis-bumper-dividend-payout/articleshow/110522740.cms,Center,,,
2024-02-22 2:46:03,en,newindianexpress.com,2024-02-20,"TN Budget 2024: Delhi is stifling state's growth, charges Thangam Thennarasu",https://www.newindianexpress.com/states/tamil-nadu/2024/Feb/20/tn-budget-2024-delhi-is-stifling-states-growth-charges-thangam-thennarasu,Center,,,
2024-02-20 1:57:21,en,thehindu.com,2024-02-19,T.N. Budget 2024-25: A tightrope walk amid financial constraints,https://www.thehindu.com/news/national/tamil-nadu/tn-budget-2024-25-a-tightrope-walk-amid-financial-constraints/article67861123.ece,Left,,,
2024-02-12 1:41:20,en,financialexpress.com,2024-02-10,Budget 2024 – A Cautious Vote-on-Account,https://www.financialexpress.com/budget/budget-2024-a-cautious-vote-on-account-3390134/,Center,,,
2024-02-10 0:23:58,en,thehindu.com,2024-02-08,Sops galore in West Bengal Budget 2024-25 ahead of Lok Sabha polls,https://www.thehindu.com/news/national/other-states/west-bengal-state-budget-2024/article67824908.ece,Left,,,
2024-02-07 2:44:14,en,thehindu.com,2024-02-05,Kerala Budget 2024-25/ ‘A Friendly Budget’,https://www.thehindu.com/news/national/kerala/kerala-budget-2024-25-a-friendly-budget/article67814189.ece,Left,,,
2024-02-06 1:58:47,en,financialexpress.com,2024-02-04,Interim Budget 2024: Electric CV industry applauds focus on sustainable mobility,https://www.financialexpress.com/business/express-mobility-interim-budget-2024-electric-cv-industry-applauds-focus-on-sustainable-mobility-3383508/,Center,,,
2024-02-06 1:59:12,en,financialexpress.com,2024-02-04,Auto industry stakeholders react to Interim Budget 2024,https://www.financialexpress.com/business/express-mobility-auto-industry-stakeholders-react-to-interim-budget-2024-3383897/,Center,,,
2024-02-06 1:59:11,en,financialexpress.com,2024-02-04,"Budget 2024 ensures continuation of fiscal discipline, govt’s intention to promote growth through inclusive policies, say experts",https://www.financialexpress.com/budget/budget-2024-ensures-continuation-of-fiscal-discipline-govts-intention-to-promote-growth-through-inclusive-policies-say-experts-3383909/,Center,,,
2024-02-06 1:58:54,en,financialexpress.com,2024-02-04,Interim Budget 2024: EV industry stakeholders share a sense of optimism,https://www.financialexpress.com/business/express-mobility-interim-budget-2024-ev-industry-stakeholders-share-a-sense-of-optimism-3383486/,Center,,,
2024-02-05 3:34:38,en,financialexpress.com,2024-02-03,EV makers share their view on Interim Budget 2024,https://www.financialexpress.com/business/express-mobility-ev-makers-share-their-view-on-interim-budget-2024-3383048/,Center,,,
2024-02-05 3:45:21,en,firstpost.com,2024-02-03,"Interim Budget 2024 prioritises responsibility, avoids post-crisis mistakes",https://www.firstpost.com/opinion/interim-budget-2024-prioritises-responsibility-avoids-post-crisis-mistakes-13685172.html,Right,Right,Oped,
2024-02-05 3:34:24,en,financialexpress.com,2024-02-03,EV financing companies and VC share their views on Interim Budget 2024,https://www.financialexpress.com/business/express-mobility-ev-financing-companies-and-vc-share-their-views-on-interim-budget-2024-3383066/,Center,,,
2024-02-13 0:07:20,en,indiatimes.com,2024-02-03,Confident and calculated: Interim Budget 2024-25 strikes a smart balance,https://economictimes.indiatimes.com/markets/market-moguls/confident-and-calculated-interim-budget-2024-25-strikes-a-smart-balance/articleshow/107379771.cms,Center,,,
2024-02-05 3:45:21,en,firstpost.com,2024-02-03,How Interim Budget 2024 provides an outlook for Vikisit Bharat 2047,https://www.firstpost.com/opinion/how-interim-budget-2024-provides-an-outlook-for-vikisit-bharat-2047-13685962.html,Right,,Oped,
2024-02-05 0:07:46,en,indiatimes.com,2024-02-03,Confident and calculated: Interim Budget 2024-25 strikes a smart balance,https://economictimes.indiatimes.com/markets/stocks/news/confident-and-calculated-interim-budget-2024-25-strikes-a-smart-balance/articleshow/107378529.cms,Center,,,
2024-02-05 3:34:42,en,financialexpress.com,2024-02-03,Union Budget 2024: Catalyst for real estate resurgence,https://www.financialexpress.com/money/union-budget-2024-catalyst-for-real-estate-resurgence-3383554/,Center,,,
2024-02-04 3:17:02,en,firstpost.com,2024-02-02,10 highlights of India's interim Budget 2024,https://www.firstpost.com/opinion/vantage-10-highlights-of-indias-interim-budget-2024-13681912.html,Right,,Oped,
2024-02-04 4:08:58,en,financialexpress.com,2024-02-02,Union Budget 2024: Propelling real estate growth through holistic development,https://www.financialexpress.com/budget/union-budget-2024-propelling-real-estate-growth-through-holistic-development-3382740/,Center,,,
2024-02-04 2:46:36,en,indianexpress.com,2024-02-02,"UPSC Key—2nd February, 2024: What to read in the Interim Budget 2024",https://indianexpress.com/article/upsc-current-affairs/upsc-key-2nd-february-2024-what-to-read-in-the-interim-budget-2024-9141310/,Left,,,
2024-02-04 1:26:29,en,news18.com,2024-02-02,Personal Taxation Announcements in Interim Budget 2024: All You Need To Know,https://www.news18.com/business/personal-taxation-announcements-in-interim-budget-2024-all-you-need-to-know-8763054.html,Left,,,
2024-02-04 1:25:27,en,indiatimes.com,2024-02-02,Mixed Reactions in Kanpur as Finance Minister Presents Interim Budget 2024,https://timesofindia.indiatimes.com/city/kanpur/mixed-reactions-in-kanpur-as-finance-minister-presents-interim-budget-2024/articleshow/107340968.cms,Center,,,
2024-02-04 4:08:55,en,financialexpress.com,2024-02-02,"Budget 2024 to enhance livability index, promote homeownership",https://www.financialexpress.com/money/budget-2024-to-enhance-livability-index-promote-homeownership-3382799/,Center,,,
2024-02-04 1:26:29,en,news18.com,2024-02-02,"A Day After Budget 2024, Nifty Hits All-Time High Level, Sensex Skyrockets 1,444 Points",https://www.news18.com/business/post-interim-budget-2024-sensex-jumps-332-26-points-nifty-reaches-near-21900-levels-8763038.html,Left,,,
2024-02-04 2:45:54,en,indianexpress.com,2024-02-02,Interim Budget 2024: Health experts laud focus on medical education,https://indianexpress.com/article/cities/pune/interim-budget-health-medical-education-9140462/,Left,,,
2024-02-04 1:11:54,en,financialexpress.com,2024-02-02,Interim Budget 2024: Growth and welfare with fiscal rectitude,https://www.financialexpress.com/budget/interim-budget-2024-growth-and-welfare-with-fiscal-rectitude-3382105/,Center,,,
2024-02-04 1:22:06,en,indiatimes.com,2024-02-02,Interim Budget 2024: Focus on Eastern States and Implications for Bihar,https://timesofindia.indiatimes.com/city/patna/interim-budget-2024-focus-on-eastern-states-and-implications-for-bihar/articleshow/107340965.cms,Center,,,
2024-02-04 1:17:45,en,indiatimes.com,2024-02-02,"Budget 2024: Realtors say housing demand to rise as budget proposes to help middle-class buy, build homes",https://timesofindia.indiatimes.com/business/budget/budget-2024-realtors-say-housing-demand-to-rise-as-budget-proposes-to-help-middle-class-buy-build-homes/articleshow/107349281.cms,Center,,,
2024-02-02 0:12:50,en,indiatimes.com,2024-02-02,"Budget 2024 Live Updates: Budget 2024 LIVE Updates, Interim Budget: Sitharaman's Interim Budget focuses on more homes, inclusive growth fiscal deficit",https://economictimes.indiatimes.com/news/newsblogs/budget-live-news-updates-india-budget-2024-nirmala-sitharaman-live-speech-announcements-interim-budget-impacts-railways-education-auto-healthcare-latest-news-1-feb-2024/liveblog/107302765.cms,Center,,,
2024-02-04 1:22:36,en,indiatimes.com,2024-02-02,"Harsh Goenka sees 'Fighter', 'Gadar', 'Animal' and '12th Fail' in 'Bahadur' Sitharaman's Budget 2024",https://economictimes.indiatimes.com/news/india/harsh-goenka-sees-fighter-gadar-animal-and-12th-fail-in-bahadur-sitharamans-budget-2024/articleshow/107344884.cms,Center,,,
2024-02-04 1:44:19,en,hindustantimes.com,2024-02-02,Interim Budget 2024: Real estate developers welcome announcement on housing scheme for middle class,https://www.hindustantimes.com/cities/pune-news/interim-budget-2024-real-estate-developers-welcome-announcement-on-housing-scheme-for-middle-class-101706815543584.html,,,,
2024-02-04 2:18:48,en,thehindu.com,2024-02-02,"Budget 2024 on welfare schemes: Expenditure cut or remain stagnant, say Left parties",https://www.thehindu.com/business/budget/budget-2024-expenditure-on-welfare-schemes-cut-or-remain-stagnant-say-left-parties/article67800321.ece,Left,,,
2024-02-04 1:04:18,en,indiatimes.com,2024-02-01,Budget 2024: What tech startup CEOs and CXOs have to say,https://timesofindia.indiatimes.com/business/budget/budget-2024-what-tech-startup-ceos-and-cxos-have-to-say/articleshow/107329975.cms,Center,,,
2024-02-04 1:04:26,en,news18.com,2024-02-01,Union Budget 2024-25 LIVE | Nirmala Sitharaman To Present The Interim Budget,https://www.news18.com/videos/india/union-budget-2024-25-live-nirmala-sitharaman-to-present-the-interim-budget-lok-sabha-live-n18l-8761679.html,Left,,,
2024-02-04 1:04:26,en,news18.com,2024-02-01,Budget 2024: No Change in 2023 Prices; A Look at Last 5 Years' List of What's Cheaper Dearer,https://www.news18.com/business/union-budget-2024-nirmala-sitharaman-what-gets-cheaper-and-costlier-interim-budget-check-full-list-here-latest-updates-8761439.html,Left,,,
2024-02-04 1:11:53,en,financialexpress.com,2024-02-01,Interim Budget 2024: When will the Union Budget be presented this year?,https://www.financialexpress.com/budget/interim-budget-2024-when-will-the-union-budget-be-presented-this-year-3380690/,Center,,,
2024-02-04 1:05:42,en,hindustantimes.com,2024-02-01,Budget 2024: Research & innovation corpus needs clarity of modalities involved,https://www.hindustantimes.com/india-news/budget-2024-research-innovation-corpus-needs-clarity-of-modalities-involved-101706794738074.html,,,,
2024-02-04 1:10:12,en,indianexpress.com,2024-02-01,"Interim Budget 2024: Concerns over GDP, spending cuts; fiscal deficit is bright spot",https://indianexpress.com/article/explained/explained-economics/interim-budget-2024-six-key-takeaways-9138579/,Left,,,
2024-02-04 1:11:52,en,financialexpress.com,2024-02-01,"Interim Budget 2024: At 58 minutes, Nirmala Sitharaman delivers shortest Budget speech since 2019",https://www.financialexpress.com/budget/interim-budget-2024-at-58-minutes-nirmala-sitharaman-delivers-shortest-budget-speech-since-2019-bkg-3381385/,Center,,,
2024-02-04 1:06:27,en,firstpost.com,2024-02-01,"Budget 2024: Female enrolment in higher education rose by 28% in 10 years, says FM Sitharaman",https://www.firstpost.com/business/budget-2024-finance-minister-nirmala-sitharaman-speech-live-updates-pm-modi-india-government-13676642.html,Right,,,
2024-02-04 1:11:34,en,thehindu.com,2024-02-01,Interim Union Budget 2024,https://www.thehindu.com/business/budget/interim-union-budget-2024-economy/article67802045.ece,Left,,,
2024-02-04 1:03:30,en,indiatimes.com,2024-02-01,Interim Budget 2024: Nirmala Sitharaman meets President Murmu ahead of Budget speech,https://timesofindia.indiatimes.com/business/budget/interim-budget-2024-nirmala-sitharaman-meets-president-murmu-ahead-of-budget-speech/articleshow/107312738.cms,Center,,,
2024-02-04 1:04:10,en,indiatimes.com,2024-02-01,FM Sitharaman unveils vision for Budget 2024: puts spotlight on 'GDP,https://timesofindia.indiatimes.com/videos/budget/fm-sitharaman-unveils-vision-for-budget-2024-puts-spotlight-on-gdp-governance-development-performance/videoshow/107328848.cms,Center,,,
2024-02-04 1:05:39,en,hindustantimes.com,2024-02-01,"From ‘innovative’ to ‘hollow’, who said what about Budget 2024",https://www.hindustantimes.com/india-news/from-innovative-to-hollow-who-said-what-about-budget-2024-101706777389457.html,,,,
2024-02-04 1:06:27,en,firstpost.com,2024-02-01,"Budget 2024: FM Sitharaman leaves income tax rates, slabs unchanged",https://www.firstpost.com/india/budget-2024-fm-sitharaman-leaves-income-tax-rates-slabs-unchanged-13677142.html,Right,,,
2024-02-04 1:10:10,en,indianexpress.com,2024-02-01,Budget 2024: Stakeholders from real estate sector react to the budget announcements,https://indianexpress.com/article/business/budget/interim-budget-2024-real-estate-sector-reaction-9138696/,Left,,,
2024-02-04 1:11:52,en,financialexpress.com,2024-02-01,"Interim Budget 2024: Wrapped in red, the budget is on its way to Parliament – Here’s the time it was once LEAKED!",https://www.financialexpress.com/budget/interim-budget-2024-wrapped-in-red-the-budget-is-on-its-way-to-parliament-heres-the-time-it-was-once-leaked-3381020/,Center,,,
2024-02-04 1:11:52,en,financialexpress.com,2024-02-01,"Budget 2024: FISME seeks reforms to increase access to finance for MSMEs, highlighting alleged anti-competitive practices by banks",https://www.financialexpress.com/budget/budget-2024-fisme-seeks-reforms-to-increase-access-to-finance-for-msmes-highlighting-alleged-anti-competitive-practices-by-banks-3381125/,Center,,,
2024-02-04 1:05:39,en,hindustantimes.com,2024-02-01,"Union Budget 2024: Taxation, schemes, other highlights",https://www.hindustantimes.com/web-stories/in-focus/union-budget-2024-taxation-schemes-other-highlights-101706769252232.html,,,,
2024-02-04 1:06:27,en,firstpost.com,2024-02-01,Budget 2024: Sports gets Rs 45 crore hike in interim union budget,https://www.firstpost.com/sports/interim-union-budget-2024-sports-ministry-13679872.html,Right,,,
2024-03-06 23:23:52,en,financialexpress.com,2024-02-01,Budget 2024: Top reactions from healthcare industry leaders–Who said what on Nirmala Sitharaman’s announcements,https://www.financialexpress.com/budget/budget-2024-top-reactions-from-healthcare-industry-leaders-who-said-what-on-nirmala-sitharamans-announcements-3382012/,Center,,,
2024-02-04 1:10:11,en,indianexpress.com,2024-02-01,"In Budget 2024, Nirmala Sitharaman keeps PM-Kisan outlay unchanged at Rs 60,000 crore",https://indianexpress.com/article/business/budget/in-budget-2024-nirmala-sitharaman-keeps-pm-kisan-outlay-unchanged-at-rs-60000-crore-9138662/,Left,,,
2024-02-04 1:11:54,en,financialexpress.com,2024-02-01,Interim Budget 2024: PM Awas Yojana to ‘Lakhpati Didi’ – Schemes Nirmala Sitharaman spoke about,https://www.financialexpress.com/budget/interim-budget-2024-pm-awas-yojana-to-lakhpati-didi-schemes-nirmala-sitharaman-spoke-about-3381428/,Center,,,
2024-02-04 1:05:36,en,hindustantimes.com,2024-02-01,"Interim Budget 2024: Biggest allocation for defence, lowest for agriculture",https://www.hindustantimes.com/business/budget-2024-biggest-allocation-for-defence-lowest-for-agriculture-101706770382414.html,,,,
2024-02-04 1:06:27,en,firstpost.com,2024-02-01,Budget 2024: Road ministry's allocation hiked by 2.8 per cent to Rs 2.78 lakh crore,https://www.firstpost.com/india/budget-2024-road-ministrys-allocation-hiked-by-2-8-per-cent-to-rs-2-78-lakh-crore-13677602.html,Right,Center Right,,
2024-02-04 1:10:14,en,indianexpress.com,2024-02-01,Budget 2024 Key Highlights: Fiscal deficit target for 2024-25 at 5.1% of GDP; no changes to income tax slabs,https://indianexpress.com/article/business/budget/budget-2024-key-highlights-nirmala-sitharaman-speech-9138187/,Left,,,
2024-02-04 1:18:22,en,opindia.com,2024-02-01,"Finance Minister Nirmala Sitharaman set to present Budget 2024, the during PM Modi's second term",https://www.opindia.com/2024/02/all-set-budget-2024-last-under-pm-modi-second-term/,Right,Center Right,,
2024-02-04 1:05:31,en,hindustantimes.com,2024-02-01,"Income Tax Budget 2024 LIVE: Salaried class left 'disappointed,' says this expert",https://www.hindustantimes.com/business/income-tax-budget-2024-live-updates-new-income-tax-regime-nps-hra-exemption-latest-news-february-1-2024-101706751130099.html,,,,
2024-02-04 1:11:53,en,financialexpress.com,2024-02-01,Budget 2024 Income Tax: Analysing Old vs new tax regime; Which is good for you?,https://www.financialexpress.com/budget/budget-2024-income-tax-analysing-old-vs-new-tax-regime-which-is-good-for-you-3380706/,Center,,,
2024-02-04 1:11:54,en,financialexpress.com,2024-02-01,"Budget 2024 reality pill: Amid cervical cancer vaccine buzz, no word on GST demand miffs health industry",https://www.financialexpress.com/budget/budget-2024-reality-pill-amid-cervical-cancer-vaccine-buzz-no-word-on-gst-demand-miffs-health-industry-3381797/,Center,,,
2024-02-02 0:09:20,en,news18.com,2024-01-31,"Budget 2024: Income Tax Slabs, New vs Old Regime Compared For You",https://www.news18.com/business/income-tax-slabs-new-vs-old-tax-regime-budget-2024-8760819.html,Left,,,
2024-02-02 1:34:54,en,firstpost.com,2024-01-31,"Ahead of Budget 2024, Indian government slashes import duty on mobile phone parts to 10% from 15%",https://www.firstpost.com/business/ahead-of-budget-2024-indian-government-slashes-import-duty-on-mobile-phone-parts-to-10-from-15-13672602.html,Right,,,
2024-02-02 1:43:15,en,thehindu.com,2024-01-31,Union Budget 2024: When and where to watch Finance Minister Nirmala Sitharaman’s Budget speech,https://www.thehindu.com/business/budget/union-budget-2024-live-streaming-when-and-where-to-watch-finance-minister-nirmala-sitharamans-budget-speech/article67795839.ece,Left,,,
2024-02-02 0:08:43,en,indiatimes.com,2024-01-31,Union Budget 2024-25: Streamlining Visa and Consular Services for Global Tourism,https://timesofindia.indiatimes.com/business/budget/union-budget-202425-streamlining-visa-and-consular-services-for-global-tourism/articleshow/107290742.cms,Center,,,
2024-02-02 0:50:04,en,financialexpress.com,2024-01-31,"Budget 2024 Live Streaming: When, where to watch Budget 2024 live on mobile app and other news channels",https://www.financialexpress.com/budget/interim-budget-2024-fm-nirmala-sitharaman-speech-live-when-and-where-to-watch-3379466/,Center,,,
2024-02-02 1:44:26,en,hindustantimes.com,2024-01-31,Interim Budget 2024: What is it and how is it prepared?,https://www.hindustantimes.com/budget/interim-budget-2024-what-is-it-and-how-is-it-prepared-101706680037224.html,,,,
2024-02-02 0:49:39,en,financialexpress.com,2024-01-31,Budget 2024 Live: Nirmala Sitharaman arrives at the Parliament,https://www.financialexpress.com/budget/budget-2024-expectations-live-updates-interim-budget-live-infrastructure-railways-education-healthcare-auto-nirmala-sitharaman-budget-speech-3379348/,Center,,,
2024-02-02 0:50:16,en,financialexpress.com,2024-01-31,Budget 2024: What FM Nirmala Sitharaman can do to enhance the appeal of New Tax Regime,https://www.financialexpress.com/budget/budget-2024-what-fm-nirmala-sitharaman-can-do-to-enhance-the-appeal-of-new-tax-regime-3379213/,Center,,,
2024-02-02 0:09:20,en,news18.com,2024-01-31,Union Budget 2024 Live Streaming: When Where To Watch FM Nirmala Sitharaman's Interim Budget Speech,https://www.news18.com/business/union-budget-2024-live-streaming-watch-fm-nirmala-sitharaman-budget-speech-8760716.html,Left,,,
2024-02-02 1:37:31,en,indianexpress.com,2024-01-31,Union Budget 2024: Expectations of MSMEs and private businesses,https://indianexpress.com/article/business/budget/union-budget-2024-expectations-msmes-private-businesses-9137486/,Left,,,
2024-02-02 1:47:46,en,hindustantimes.com,2024-01-31,Budget 2024 LIVE: President Murmu's address tabled in joint session of Parliament; Lok Sabha adjourned,https://www.hindustantimes.com/india-news/budget-2024-live-updated-nirmala-sitharaman-news-budget-latest-updated-31-january-101706667814393.html,,,,
2024-02-02 0:50:27,en,financialexpress.com,2024-01-31,"Budget 2024 Expectations: No big-bang measures likely; govt’s priority would be to achieve fiscal discipline, say economists",https://www.financialexpress.com/budget/budget-2024-expectations-no-big-bang-measures-likely-govts-priority-would-be-to-achieve-fiscal-discipline-say-economists-3379695/,Center,,,
2024-02-02 0:11:47,en,indiatimes.com,2024-01-31,24 stocks that insiders are betting on ahead of Interim Budget 2024,https://economictimes.indiatimes.com/markets/stocks/news/stocks-sectors-likely-to-benefit-from-2024-interim-budget/articleshow/107278045.cms,Center,,,
2024-02-02 1:46:18,en,hindustantimes.com,2024-01-31,Budget 2024: Nirmala Sitharaman's announcements for middle class in 2023,https://www.hindustantimes.com/budget/budget-2024-nirmala-sitharamans-announcements-for-middle-class-in-2023-101706689659253.html,,,,
2024-02-02 1:36:03,en,indianexpress.com,2024-01-31,"Education Budget 2024 Live Updates: UGC, IIMs face budget cut",https://indianexpress.com/article/education/education-budget-2024-live-updates-finance-minister-nirmala-sitharaman-presents-interim-budget-today-9127321/,Left,,,
2024-02-02 6:20:04,en,ndtv.com,2024-01-31,Interim Budget 2024: Nirmala Sitharaman Set To Match Morarji Desai's Record,https://www.ndtv.com/business-news/interim-budget-2024-nirmala-sitharaman-set-to-match-morarji-desais-record-4967391,Left,,,
2024-02-02 0:50:44,en,financialexpress.com,2024-01-31,Interim Budget 2024: Indian Railways eyes transformation with capital boost; aviation sector awaits key allocations,https://www.financialexpress.com/budget/interim-budget-2024-indian-railways-eyes-transformation-with-capital-boost-aviation-sector-awaits-key-allocations-3380089/,Center,,,
2024-02-02 0:10:34,en,indiatimes.com,2024-01-31,Union Budget 2024: Education Sector Expects Higher Allocation and Comprehensive NEP Implementation,https://timesofindia.indiatimes.com/business/budget/union-budget-2024-education-sector-expects-higher-allocation-and-comprehensive-nep-implementation/articleshow/107298317.cms,Center,,,
